0.34545	34.89144
0.35133	180.39556
0.35721	211.04366
0.36945	228.48035
0.39027	231.63443
0.45908	228.00426
0.78677	196.70154
1.06504	168.49338
1.11764	157.06729
1.13973	147.12897
1.14625	133.02489
1.14688	146.41484
1.13194	153.43713
1.09237	161.23305
1.02229	164.62517
0.93329	169.44555
0.847	169.74311
0.77565	171.40941
0.7062	173.84936
0.64597	175.03958
0.58097	173.37327
0.50246	171.17137
0.44668	168.73142
0.39678	155.63903
0.36564	124.75288
0.35324	84.9401
0.34545	35.12949
