0.51928	34.28355
0.52454	109.79341
0.53549	156.2122
0.55411	186.08423
0.56463	193.89391
0.58197	197.06659
0.6765	176.32213
0.80827	155.23599
0.98241	137.85945
1.12584	125.11991
1.18611	114.57684
1.20118	110.57437
1.21753	99.64082
1.21866	87.09652
1.19606	115.94353
1.14958	133.9058
1.08334	144.64411
1.02008	155.82171
0.95867	162.99686
0.89712	169.14698
0.84253	175.93164
0.79903	180.51983
0.76478	181.93533
0.719	180.32459
0.66442	173.73517
0.63073	164.99809
0.60571	152.20974
0.58197	136.10227
0.55638	113.55182
0.54018	85.48578
0.52795	56.19947
0.52156	34.67404
