0.17639	33.49961
0.17571	87.37216
0.19408	148.6905
0.21947	182.91614
0.23648	191.23792
0.25598	193.74071
0.38476	174.59437
0.59108	153.00781
0.8067	137.49052
0.94908	127.04137
1.0137	119.84585
1.0595	109.3967
1.07446	100.88722
1.07446	88.43584
1.04431	115.65368
1.00917	128.85589
0.95611	139.49275
0.88039	149.00335
0.79876	159.32735
0.72508	165.45919
0.64391	171.2156
0.56229	177.848
0.5022	180.03794
0.4233	177.66029
0.36254	171.59102
0.32195	162.51841
0.28477	148.87821
0.24895	131.17097
0.22083	110.46039
0.19521	75.85933
0.17503	33.49961
