0.57	-1.18877
0.60561	-1.00741
0.67552	-0.64743
0.73629	-0.45731
0.8145	-0.27869
0.91302	-0.13294
1.01339	0.01006
1.10104	0.11745
1.16753	0.22484
1.20485	0.34319
1.22186	0.51085
1.22057	0.40839
1.1967	0.19361
1.16052	0.00129
1.08989	-0.1713
1.04142	-0.30061
0.98837	-0.39266
0.91888	-0.49511
0.84482	-0.62935
0.79234	-0.7077
0.7403	-0.71483
0.68839	-0.67209
0.64407	-0.56251
0.60732	-0.35649
0.57758	-0.1198
0.55184	0.14649
0.5384	0.37716
0.52382	0.72563
0.51982	0.54482
0.52096	0.01883
0.5221	-0.26718
0.52968	-0.77071
0.54541	-1.09946
0.56414	-1.19973
