0.19486	-0.87342
0.24148	-0.78836
0.32298	-0.69557
0.51035	-0.50804
0.66844	-0.35242
0.84529	-0.19438
0.95974	-0.06824
1.02196	0.03036
1.05561	0.12702
1.07209	0.23383
1.07349	0.29859
1.05772	0.20773
1.01337	0.12122
0.94397	0.08546
0.82233	0.03616
0.73434	0.02649
0.64636	0.00281
0.56696	-0.02667
0.50824	-0.03295
0.41886	-0.01121
0.34735	-0.00299
0.29003	0.01441
0.25358	0.06371
0.22711	0.14104
0.20713	0.25123
0.18925	0.42715
0.18417	0.57311
0.17558	0.76015
0.17278	0.61419
0.17278	0.35176
0.17418	0.08546
0.17558	-0.36208
0.19276	-0.86714
