0.36363	-1.07066
0.38355	-0.98321
0.41319	-0.89176
0.45036	-0.81402
0.49992	-0.73172
0.59083	-0.60025
0.69966	-0.4545
0.79409	-0.3419
0.8974	-0.23102
0.98697	-0.13271
1.07437	-0.01267
1.11506	0.08621
1.1385	0.18052
1.14536	0.29312
1.13498	0.22281
1.10535	0.14965
1.0737	0.10964
1.03168	0.08849
0.98413	0.06735
0.93256	0.04162
0.88082	0.02962
0.83545	0.03191
0.77819	0.01819
0.73147	-0.00296
0.68459	-0.01953
0.65295	-0.02182
0.61025	-0.01267
0.57225	0.0039
0.52403	0.01305
0.4738	0.02276
0.43663	0.05591
0.40364	0.14279
0.38288	0.2411
0.36915	0.36342
0.36011	0.51889
0.34923	0.75609
0.34705	0.63892
0.34705	0.25768
0.34638	-0.05269
0.34839	-0.66599
0.36162	-1.06323
