0.69397	34.97285
0.70079	129.79495
0.71816	177.94008
0.73077	192.01405
0.74865	196.57037
0.82688	175.66192
0.93495	154.39909
1.04534	142.19827
1.16872	128.98494
1.24116	119.06229
1.28001	109.13963
1.29159	97.54632
1.29468	86.61115
1.271	116.37912
1.24321	129.38995
1.17554	143.86892
1.11932	154.80409
1.03903	164.72675
0.97548	174.2444
0.9235	180.42074
0.88246	181.07888
0.83846	177.53507
0.80269	169.89058
0.77644	158.09477
0.75071	139.71761
0.72704	116.98663
0.71237	93.24313
0.70298	64.08268
0.69449	35.17535
