0.23397	-1.08805
0.25846	-1.05007
0.28827	-0.91986
0.33459	-0.73593
0.3802	-0.59649
0.45048	-0.44132
0.544	-0.29483
0.67427	-0.15973
0.80471	-0.01812
0.91988	0.09256
1.00613	0.20976
1.05529	0.33617
1.0741	0.47561
1.07056	0.39151
1.04873	0.232
1.00968	0.03071
0.95751	-0.10005
0.85458	-0.28614
0.75182	-0.43209
0.64463	-0.5341
0.53087	-0.66919
0.45048	-0.66268
0.39972	-0.62308
0.34329	-0.52541
0.30353	-0.38598
0.26147	-0.15539
0.23095	0.05296
0.20486	0.30959
0.17522	0.7393
0.17309	0.33834
0.17593	-0.10439
0.18037	-0.42341
0.19616	-0.83739
0.21356	-1.04356
0.23326	-1.09239
