0.70261	-1.24498
0.72417	-1.06727
0.76461	-0.87492
0.82546	-0.70279
0.90149	-0.53065
0.99232	-0.36479
1.09986	-0.21007
1.17079	-0.11251
1.24363	0.00527
1.27833	0.12305
1.29147	0.21713
1.29351	0.30912
1.28037	0.19762
1.25256	0.12305
1.20217	0.07427
1.15242	0.03384
1.10828	0.01363
1.06312	0.01991
1.02587	0.00248
0.9802	-0.02051
0.93772	-0.03794
0.89524	-0.02609
0.84587	0.00248
0.80339	0.01642
0.76614	0.05963
0.7331	0.18577
0.71945	0.29519
0.70631	0.48684
0.69585	0.74469
0.69266	0.55025
0.69317	0.04569
0.69317	-0.45887
0.70363	-1.23871
