0.73306	-1.17911
0.75626	-1.082
0.79145	-0.82037
0.82528	-0.64612
0.87972	-0.44167
0.9512	-0.25664
1.04391	-0.10019
1.13613	0.04276
1.20663	0.14202
1.25255	0.24991
1.2828	0.36212
1.29132	0.51856
1.29132	0.41984
1.27724	0.25423
1.22638	-0.04085
1.177	-0.17302
1.13255	-0.28954
1.09231	-0.37532
1.04589	-0.44814
1.00712	-0.52744
0.95478	-0.64612
0.91441	-0.70546
0.86058	-0.69252
0.80515	-0.58678
0.77688	-0.4325
0.75626	-0.25664
0.73812	-0.07592
0.71898	0.17978
0.70478	0.48565
0.69429	0.71492
0.6917	0.38208
0.69219	-0.0387
0.69874	-0.55172
0.70787	-0.91909
0.71738	-1.11329
0.73306	-1.18342
